year,geo_name,geo,grads_total_growth
2014,"Kings County, NY","05000US36047",-0.0625971
2015,"Latah County","05000US16057",-0.062982
2014,"Fresno County, CA","05000US06019",-0.0633162
2015,"Dauphin County, PA","05000US42043",-0.0634706
2015,"Tulsa County, OK","05000US40143",-0.0634726
2015,"Woods County","05000US40151",-0.0634921
2014,"La Crosse County, WI","05000US55063",-0.0635725
2014,"Queen Anne's County","05000US24035",-0.0637681
2015,"Placer County, CA","05000US06061",-0.0638415
2015,"Pueblo County, CO","05000US08101",-0.0638489
2015,"Crawford County","05000US17033",-0.064
2015,"Rock Island County, IL","05000US17161",-0.0641026
2014,"Sarpy County, NE","05000US31153",-0.0641192
2014,"Ontario County, NY","05000US36069",-0.0641774
2014,"Wythe County","05000US51197",-0.0642115
2015,"Clallam County","05000US53009",-0.064213
2015,"Volusia County, FL","05000US12127",-0.0642194
2015,"Nemaha County","05000US31127",-0.0642202
2015,"Wharton County","05000US48481",-0.0643939
2014,"Seward County","05000US31159",-0.0647709
2015,"Carteret County","05000US37031",-0.0647948
2014,"Rensselaer County, NY","05000US36083",-0.0649812
2015,"Maury County","05000US47119",-0.0651584
2014,"Jackson County, MI","05000US26075",-0.0653465
2015,"Osage County","05000US29151",-0.0654045
2015,"Valencia County","05000US35061",-0.0657895
2015,"Honolulu County, HI","05000US15003",-0.0658343
2014,"Lawrence County","05000US39087",-0.0658436
2014,"Emmet County","05000US26047",-0.0659026
2015,"Alpena County","05000US26007",-0.0660377
2014,"Grant County","05000US18053",-0.0662016
2015,"Indiana County","05000US42063",-0.0662638
2015,"Yellow Medicine County","05000US27173",-0.066313
2015,"Shelby County, AL","05000US01117",-0.0663265
2014,"Nemaha County","05000US31127",-0.0663812
2014,"Howard County","05000US48227",-0.0664207
2014,"Lee County","05000US28081",-0.0666667
2015,"Snyder County","05000US42109",-0.0667808
2015,"Albany County","05000US56001",-0.0667895
2014,"Ventura County, CA","05000US06111",-0.0667957
2014,"Grayson County, TX","05000US48181",-0.0671693
2014,"Walton County","05000US12131",-0.0673077
2015,"Eaton County, MI","05000US26045",-0.0674699
2015,"Cherokee County","05000US45021",-0.0675862
2014,"Alamance County, NC","05000US37001",-0.0679305
2015,"Westmoreland County, PA","05000US42129",-0.0683646
2014,"Tioga County","05000US42117",-0.0683761
2014,"Dawson County","05000US30021",-0.0689655
2014,None,"05000US60050",-0.0690909
2015,"Custer County","05000US40039",-0.0694064
2014,"Trousdale County","05000US47169",-0.0696517
2015,"Wood County","05000US54107",-0.0699364
2014,"Bee County","05000US48025",-0.0699541
2015,"St. Joseph County","05000US26149",-0.0699589
2015,"Allegany County","05000US24001",-0.0700637
2015,"Herkimer County","05000US36043",-0.0701493
2014,"Scurry County","05000US48415",-0.0702179
2014,"Vanderburgh County, IN","05000US18163",-0.0703199
2014,"Bryan County","05000US40013",-0.0703782
2014,"Rockdale County","05000US13247",-0.0704225
2015,"Adair County","05000US40001",-0.0707965
2015,"DeKalb County, GA","05000US13089",-0.071287
2014,"St. Francis County","05000US05123",-0.0715631
2014,"Chesterfield County, VA","05000US51041",-0.0721533
2014,"Hockley County","05000US48219",-0.0723496
2015,"Bee County","05000US48025",-0.0727497
2015,"Calhoun County","05000US05013",-0.0728667
2014,"Suwannee County","05000US12121",-0.0729167
2015,"Sherman County","05000US20181",-0.0729927
2014,"Davidson County, NC","05000US37057",-0.0732658
2015,"Pearl River County","05000US28109",-0.0734694
2015,"Midland County","05000US26111",-0.0734767
2014,"Kern County, CA","05000US06029",-0.073582
2015,"Johnston County","05000US40069",-0.0737327
2014,"Yellowstone County, MT","05000US30111",-0.0738351
2014,"Greene County","05000US42059",-0.0740203
2014,"Clinton County","05000US19045",-0.0746455
2014,"Toombs County","05000US13279",-0.0747126
2014,"Bennington County","05000US50003",-0.0749414
2015,"Genesee County","05000US36037",-0.0749526
2014,"Washington County","05000US39167",-0.0749774
2014,"Albany County","05000US56001",-0.0749893
2015,"Buncombe County, NC","05000US37021",-0.0749925
2014,"Doniphan County","05000US20043",-0.075
2014,"Blair County, PA","05000US42013",-0.075
2015,"Jefferson County, MO","05000US29099",-0.0751295
2014,"Arlington County, VA","05000US51013",-0.0753769
2015,"Barbour County","05000US54001",-0.0754717
2014,"Daviess County","05000US21059",-0.0757009
2015,"Windham County, CT","05000US09015",-0.0759097
2014,"Ozaukee County","05000US55089",-0.0763775
2015,"Calcasieu Parish, LA","05000US22019",-0.0764899
2015,"Hardin County","05000US39065",-0.0767123
2014,"Washington County, OR","05000US41067",-0.0769231
2014,"Allen County","05000US21003",-0.0769231
2015,"Butte County, CA","05000US06007",-0.0770622
2015,"McHenry County, IL","05000US17111",-0.077105
2015,"Jackson County","05000US12063",-0.0772798
2015,"Marin County, CA","05000US06041",-0.077821
2014,"Peach County","05000US13225",-0.0778761
2014,"Butler County, PA","05000US42019",-0.0779673
2014,"Seminole County","05000US40133",-0.078125
2015,"Niagara County, NY","05000US36063",-0.0782299
2015,"Monroe County","05000US12087",-0.0783582
2015,"Buena Vista County","05000US19021",-0.0784753
2014,"Seneca County","05000US39147",-0.0786062
2014,"Adams County","05000US17001",-0.0787611
2014,"Washita County","05000US40149",-0.0787879
2015,"Mahaska County","05000US19123",-0.0788913
2015,"Harnett County, NC","05000US37085",-0.0790109
2014,"Belknap County","05000US33001",-0.0790514
2014,"St. Lucie County, FL","05000US12111",-0.0790911
2014,"Jessamine County","05000US21113",-0.079118
2014,"St. Clair County, MI","05000US26147",-0.0792079
2015,"Fresno County, CA","05000US06019",-0.0792766
2015,"Rice County","05000US27131",-0.0796403
2014,"Henry County","05000US29083",-0.08
2014,"Brunswick County","05000US51025",-0.0801659
2014,"Macomb County, MI","05000US26099",-0.0802422
2015,"Delaware County, OH","05000US39041",-0.0803443
2014,"LaSalle County, IL","05000US17099",-0.0804224
2014,"Lassen County","05000US06035",-0.0804954
2015,"Lamar County","05000US13171",-0.0805369
2014,"Henry County","05000US39069",-0.0805812
2014,"Burlington County, NJ","05000US34005",-0.0809278
2015,"Jones County","05000US19105",-0.0810811
2014,"Stephenson County","05000US17177",-0.0812065
2014,"Augusta County","05000US51015",-0.08125
2014,"Jefferson County","05000US19101",-0.0813253
2014,"Twin Falls County","05000US16083",-0.0815258
2015,"Ford County","05000US20057",-0.0816327
2015,"Staunton city","05000US51790",-0.0818859
2014,"Bay County, MI","05000US26017",-0.082093
2014,"Jefferson County","05000US17081",-0.0821114
2015,"Wabash County","05000US18169",-0.0823171
2014,"Mississippi County","05000US05093",-0.0823799
2015,"Lauderdale County","05000US01077",-0.082544
2015,"Lauderdale County","05000US28075",-0.0825688
2015,"Sioux County","05000US19167",-0.0826521
2015,"Rockland County, NY","05000US36087",-0.0827046
2014,"Tippah County","05000US28139",-0.0828025
2015,"Hale County","05000US48189",-0.0829016
2015,"San Joaquin County, CA","05000US06077",-0.0830077
2014,"Maricopa County, AZ","05000US04013",-0.0830125
2014,"Niagara County, NY","05000US36063",-0.0833032
2015,"Roanoke County","05000US51161",-0.0833333
2014,"Fond du Lac County, WI","05000US55039",-0.0837766
2014,"Delaware County, OH","05000US39041",-0.0840999
2014,"San Lorenzo Municipio","05000US72129",-0.0841122
2014,"Douglas County","05000US27041",-0.0843882
2015,"Union County","05000US05139",-0.0844504
2015,"Cerro Gordo County","05000US19033",-0.0845455
2014,"Catawba County, NC","05000US37035",-0.0846561
2014,"Big Horn County","05000US30003",-0.0847458
2015,"Warren County","05000US19181",-0.0847784
2014,"Abbeville County","05000US45001",-0.0849673
2015,"Russell County","05000US01113",-0.0850202
2014,"Montgomery County","05000US13209",-0.0851064
2015,"Josephine County","05000US41033",-0.0851419
2014,"Pierce County","05000US55093",-0.0854207
2014,"Kootenai County, ID","05000US16055",-0.0854403
2015,"Abbeville County","05000US45001",-0.0857143
2015,"Lincoln Parish","05000US22061",-0.0858311
2015,"San Bernardino County, CA","05000US06071",-0.0862798
2015,"Bond County","05000US17005",-0.0863874
2014,"Lincoln County","05000US31111",-0.0863931
2015,"Vermilion County","05000US17183",-0.0864486
2014,"Bexar County, TX","05000US48029",-0.086451
2015,"Manitowoc County","05000US55071",-0.0866397
2015,"Cheshire County","05000US33005",-0.0866458
2015,"Henry County","05000US29083",-0.0869565
2014,"Jefferson County","05000US42065",-0.0869565
2015,None,"05000US78030",-0.0869565
2014,"Cibola County","05000US35006",-0.0869565
2015,"Montcalm County","05000US26117",-0.0870536
2015,"Rockingham County","05000US51165",-0.0870647
2015,"Clinton County","05000US39027",-0.0871935
2015,"Dinwiddie County","05000US51053",-0.0875
2014,"Wise County","05000US51195",-0.0879765
2014,"Ward County","05000US38101",-0.0880713
2015,"Greenup County","05000US21089",-0.0882353
2015,"St. Landry Parish","05000US22097",-0.0882353
2014,"Boyd County","05000US21019",-0.0884184
2014,"Hale County","05000US48189",-0.08845
2015,"Miami County, OH","05000US39109",-0.0887574
2015,"Hunt County","05000US48231",-0.0888019
2014,"Monroe County","05000US47123",-0.0888889
2015,"Pine County","05000US27115",-0.0888889
2015,"Jefferson County","05000US55055",-0.0888889
2015,"Harrison County","05000US54033",-0.0889749
2015,"Polk County","05000US27119",-0.0894309
2014,"Okaloosa County, FL","05000US12091",-0.0894764
2014,"Barnes County","05000US38003",-0.089701
2014,"Caddo County","05000US40015",-0.0897436
2014,"Bond County","05000US17005",-0.0904762
2014,"Otter Tail County","05000US27111",-0.0907384
2014,"Kaufman County, TX","05000US48257",-0.0909091
2014,"Marion County","05000US19125",-0.0909091
2015,"Cass County","05000US27021",-0.0909091
2015,"Pendleton County","05000US54071",-0.0909091
2015,"Fredericksburg city","05000US51630",-0.0911701
2015,"Brown County","05000US27015",-0.0913242
2014,"Sequoyah County","05000US40135",-0.0916031
2015,"Covington County","05000US01039",-0.0916031
2014,"Woodward County","05000US40153",-0.0916667
2015,"Oglala Lakota County","05000US46102",-0.0920245
2014,"Cole County","05000US29051",-0.0921053
2015,"Columbus County","05000US37047",-0.0921502
2014,"Essex County, NJ","05000US34013",-0.0922296
2015,"Sumter County","05000US01119",-0.0927342
2014,"Ellis County, TX","05000US48139",-0.0929487
2015,"Anoka County, MN","05000US27003",-0.0931418
2014,"Marathon County, WI","05000US55073",-0.09375
2014,"Limestone County","05000US01083",-0.0939895
2014,"Wichita County, TX","05000US48485",-0.0950035
2014,"Dorchester County, SC","05000US45035",-0.0952381
2014,"Franklin County","05000US51067",-0.0954357
2015,"Caldwell County","05000US37027",-0.0958904
2015,"Midland County, TX","05000US48329",-0.0959147
2015,"Mercer County","05000US54055",-0.0959726
2014,"Lehigh County, PA","05000US42077",-0.0960904
2015,"Scurry County","05000US48415",-0.0963542
2015,"Mohave County, AZ","05000US04015",-0.0965293
2014,"Hanover County, VA","05000US51085",-0.0965517
2014,"Pulaski County","05000US51155",-0.0965825
2014,"Vance County","05000US37181",-0.0966767
2014,"Tillamook County","05000US41057",-0.0967742
2015,"Stephens County","05000US40137",-0.0967742
2015,"Crow Wing County","05000US27035",-0.0968956
2014,"Cabarrus County, NC","05000US37025",-0.0970588
2015,"Tazewell County, IL","05000US17179",-0.0973036
2015,"Livingston Parish, LA","05000US22063",-0.097561
2014,"Rio Blanco County","05000US08103",-0.0977778
2015,"Linn County, OR","05000US41043",-0.0980019
2015,"Fayette County, PA","05000US42051",-0.0982906
2014,"Pope County","05000US05115",-0.098554
2015,"Bennington County","05000US50003",-0.0987342
2015,"Moca Municipio","05000US72099",-0.0987654
2014,"Douglas County, OR","05000US41019",-0.0987654
2015,"McCurtain County","05000US40089",-0.0989011
2015,"Loudoun County, VA","05000US51107",-0.0989011
2015,"Perry County","05000US21193",-0.0990248
2014,"Itasca County","05000US27061",-0.0994898
2014,"Saline County","05000US31151",-0.0996441
2014,"Gogebic County","05000US26053",-0.0996441
2015,"St. Clair County, MI","05000US26147",-0.0997067
2014,"Clay County, MO","05000US29047",-0.0997409
2015,"Towns County","05000US13281",-0.1
2015,"Clarion County","05000US42031",-0.100243
2014,"Bucks County, PA","05000US42017",-0.100552
2015,"Bonneville County, ID","05000US16019",-0.101036
2014,"Lowndes County","05000US28087",-0.101096
2015,"Koochiching County","05000US27071",-0.101124
2014,"Union County","05000US05139",-0.101205
2015,"Lawrence County","05000US39087",-0.101322
2015,"Accomack County","05000US51001",-0.101351
2014,"Kent County, DE","05000US10001",-0.101593
2015,"Warren County, OH","05000US39165",-0.101727
2015,"Litchfield County, CT","05000US09005",-0.10177
2015,"Brooke County","05000US54009",-0.102041
2014,"Cameron County, TX","05000US48061",-0.102222
2014,"Rice County","05000US20159",-0.102564
2014,"Woodford County","05000US17203",-0.102941
2014,"Garfield County","05000US40047",-0.103175
2015,"Meade County","05000US46093",-0.103448
2014,"Albemarle County, VA","05000US51003",-0.104369
2014,"Imperial County, CA","05000US06025",-0.104545
2014,"Fremont County","05000US56013",-0.104938
2014,"Walker County","05000US01127",-0.105118
2015,"Polk County, FL","05000US12105",-0.105252
2014,"Kendall County, IL","05000US17093",-0.105263
2014,"Allen County, IN","05000US18003",-0.105313
2014,"Beltrami County","05000US27007",-0.105391
2015,"Bedford County","05000US47003",-0.10559
2014,"Chester County","05000US47023",-0.105932
2015,"Lee County","05000US37105",-0.106481
2015,"Natrona County","05000US56025",-0.106635
2015,"Marshall County","05000US19127",-0.106742
2014,"Mitchell County","05000US20123",-0.106776
2015,"Delaware County","05000US40041",-0.106796
2015,"Delta County","05000US26041",-0.10728
2015,"Fond du Lac County, WI","05000US55039",-0.107402
2015,"Harlan County","05000US21095",-0.10792
2014,"Wharton County","05000US48481",-0.108108
2015,"Duchesne County","05000US49013",-0.108324
2015,"Mason County","05000US21161",-0.108527
2014,"Escambia County","05000US01053",-0.109756
2014,"Henry County","05000US19087",-0.10989
2014,"Kerr County","05000US48265",-0.109929
2015,"Osceola County, FL","05000US12097",-0.110078
2015,"Menominee County","05000US55078",-0.110169
2015,"Hockley County","05000US48219",-0.110425
2015,"Cayuga County","05000US36011",-0.110619
2014,"Ashley County","05000US05003",-0.111111
2015,"Bingham County","05000US16011",-0.111111
2014,"Matanuska-Susitna Borough","05000US02170",-0.111111
2014,"Grand Traverse County","05000US26055",-0.111468
2015,"Trousdale County","05000US47169",-0.112299
2014,"Highland County","05000US39071",-0.112474
2015,"Lawrence County","05000US42073",-0.112871
2015,"Hamblen County","05000US47063",-0.113093
2015,"Plymouth County, MA","05000US25023",-0.113827
2015,"Guilford County, NC","05000US37081",-0.114157
2014,"Sumter County","05000US01119",-0.11431
2014,"Grays Harbor County","05000US53027",-0.114703
2014,"Jackson County","05000US12063",-0.114911
2015,"Lake County, OH","05000US39085",-0.115339
2014,"Washington County","05000US28151",-0.115385
2015,"St. Francis County","05000US05123",-0.115619
2014,"Quay County","05000US35037",-0.11588
2015,"Steuben County, NY","05000US36101",-0.116082
2014,"Armstrong County","05000US42005",-0.116279
2015,"Logan County","05000US08075",-0.116705
2014,"Belmont County","05000US39013",-0.116711
2015,"Stephens County","05000US13257",-0.116959
2015,"Belmont County","05000US39013",-0.117117
2015,"Hardin County","05000US19083",-0.117371
2015,"Terrebonne Parish, LA","05000US22109",-0.117813
2015,"Hardin County","05000US47071",-0.118343
2014,"Emmet County","05000US19063",-0.118462
2014,"Indiana County","05000US42063",-0.119126
2014,"Cattaraugus County","05000US36009",-0.119138
2014,"Bourbon County","05000US20011",-0.119186
2015,"Washington County, MN","05000US27163",-0.119514
2014,"Monroe County","05000US01099",-0.119601
2014,"Somerset County","05000US23025",-0.119718
2015,"Morris County, NJ","05000US34027",-0.120094
2014,"Guadalupe County, TX","05000US48187",-0.120879
2014,"Grady County","05000US40051",-0.121359
2015,"Emmet County","05000US19063",-0.122164
2015,"Bradley County, TN","05000US47011",-0.122784
2015,"Lawrence County","05000US46081",-0.122973
2014,"Carter County","05000US47019",-0.123441
2015,"Franklin County","05000US36033",-0.123675
2015,"Drew County","05000US05043",-0.123741
2014,"Shiawassee County","05000US26155",-0.123845
2015,"Salem city","05000US51775",-0.124289
2015,"Mason County","05000US26105",-0.124444
2015,"LaSalle County, IL","05000US17099",-0.124558
2015,"Haskell County","05000US40061",-0.125
2015,"Lincoln County","05000US47103",-0.125
2014,"Venango County","05000US42121",-0.125
2015,"Otero County","05000US35035",-0.12518
2015,"Beaufort County","05000US37013",-0.12529
2015,"Clinton County","05000US19045",-0.125668
2014,"Rock County, WI","05000US55105",-0.125966
2015,"St. Johns County, FL","05000US12109",-0.126561
2014,"Hamilton County, IN","05000US18057",-0.126761
2015,"Coffee County","05000US01031",-0.127208
2014,"Warren County","05000US36113",-0.12751
2015,"Gregg County, TX","05000US48183",-0.127603
2015,"Kandiyohi County","05000US27067",-0.127731
2014,"Clackamas County, OR","05000US41005",-0.128089
2015,"Aguada Municipio","05000US72003",-0.128205
2014,"McKean County","05000US42083",-0.128205
2014,"Cherokee County, GA","05000US13057",-0.128405
2015,"Tazewell County","05000US51185",-0.128431
2015,"Cass County, MO","05000US29037",-0.128788
2015,"Maui County, HI","05000US15009",-0.128788
2015,"Franklin County","05000US23007",-0.129032
2015,"Thurston County","05000US31173",-0.129032
2015,"Plumas County","05000US06063",-0.129231
2015,"Chemung County","05000US36015",-0.130094
2015,"Dakota County, MN","05000US27037",-0.130628
2014,"Ashland County","05000US55003",-0.130769
2014,"Holmes County","05000US28051",-0.131173
2014,"Cherokee County","05000US45021",-0.131737
2015,"Williamson County","05000US17199",-0.131827
2014,"Osceola County, FL","05000US12097",-0.131898
2014,"Juana Díaz Municipio","05000US72075",-0.132013
2015,"Barnstable County, MA","05000US25001",-0.132045
2015,"Warrick County","05000US18173",-0.132075
2015,"Henry County","05000US39069",-0.132184
2015,"Vernon County","05000US29217",-0.132353
2014,"Colbert County","05000US01033",-0.132626
2014,"Macon County, IL","05000US17115",-0.132872
2014,"Jefferson Parish, LA","05000US22051",-0.132906
2014,"Malheur County","05000US41045",-0.133205
2014,"Polk County","05000US41053",-0.133426
2014,"Warren County","05000US19181",-0.133556
2015,"Transylvania County","05000US37175",-0.135338
2014,"Mercer County","05000US39107",-0.136095
2014,"Montgomery County","05000US18107",-0.13615
2015,"McKinley County","05000US35031",-0.136276
2014,"Hughes County","05000US40063",-0.136364
2015,"Kershaw County","05000US45055",-0.136364
2015,"Park County","05000US56029",-0.136842
2015,"Cole County","05000US29051",-0.136876
2015,"Susquehanna County","05000US42115",-0.136986
2015,"Canadian County, OK","05000US40017",-0.137022
2014,"Putnam County","05000US18133",-0.137883
2015,"Woodford County","05000US21239",-0.138686
2014,"Troup County","05000US13285",-0.139769
2015,"Custer County","05000US30017",-0.13986
2015,"Randolph County","05000US05121",-0.140436
2015,"Curry County","05000US35009",-0.141151
2015,"Wayne County, OH","05000US39169",-0.141153
2014,"Wilkes County","05000US37193",-0.141538
2015,"St. Charles Parish","05000US22089",-0.142012
2014,"Caldwell County","05000US37027",-0.142186
2014,"Yolo County, CA","05000US06113",-0.142233
2015,"Claiborne County","05000US28021",-0.142857
2014,"Bernalillo County, NM","05000US35001",-0.143328
2015,"Webster County","05000US19187",-0.145371
2015,"Caddo County","05000US40015",-0.14554
2014,"Franklin County","05000US20059",-0.145714
2014,"Vega Baja Municipio","05000US72145",-0.145729
2015,"Panola County","05000US48365",-0.146603
2014,"Union County","05000US19175",-0.147222
2015,"Danville city","05000US51590",-0.147243
2015,"Champaign County","05000US39021",-0.147368
2015,"Greene County","05000US47059",-0.147708
2014,"Bonneville County, ID","05000US16019",-0.147903
2014,"Conecuh County","05000US01035",-0.148148
2015,"Saline County","05000US20169",-0.149033
2014,"Schoharie County","05000US36095",-0.149148
2015,"Bay County, FL","05000US12005",-0.149199
2014,"Madison County, IN","05000US18095",-0.14951
2014,"Allen County","05000US20001",-0.149533
2015,"Spencer County","05000US18147",-0.150685
2014,"Lincoln County","05000US46083",-0.151042
2015,"Scotts Bluff County","05000US31157",-0.151365
2014,"Latimer County","05000US40077",-0.151934
2014,"Cherokee County","05000US37039",-0.152174
2015,"Sarasota County, FL","05000US12115",-0.152332
2015,"Elmore County","05000US01051",-0.15257
2014,"Wayne County","05000US17191",-0.153846
2015,"Delta County","05000US08029",-0.154321
2014,"Pike County","05000US01109",-0.154514
2014,"Houston County, AL","05000US01069",-0.154839
2015,"Logan County","05000US40083",-0.155251
2014,"Hempstead County","05000US05057",-0.155556
2015,"Clermont County, OH","05000US39025",-0.15568
2014,"El Dorado County, CA","05000US06017",-0.155779
2014,"Saginaw County, MI","05000US26145",-0.156
2015,"Steuben County","05000US18151",-0.156069
2014,"Roberts County","05000US46109",-0.15625
2014,"Cayey Municipio","05000US72035",-0.156499
2014,"Henry County","05000US47079",-0.156584
2015,"Haywood County","05000US37087",-0.156749
2014,"Jackson County","05000US01071",-0.156885
2014,"Jersey County","05000US17083",-0.157143
2015,"Hardin County, KY","05000US21093",-0.157534
2015,"Utuado Municipio","05000US72141",-0.157609
2015,"Gilmer County","05000US54021",-0.157895
2015,"Bradford County","05000US42015",-0.157895
2015,"Logan County","05000US54045",-0.15869
2014,"Saline County","05000US20169",-0.158852
2015,"Chaves County","05000US35005",-0.159363
2015,"Chenango County","05000US36017",-0.16
2014,"Dakota County, MN","05000US27037",-0.1605
2015,"Clay County, MO","05000US29047",-0.161151
2015,"Lewis County","05000US47101",-0.162037
2014,"Lancaster County","05000US45057",-0.1625
2015,"Montgomery County","05000US13209",-0.162791
2015,"Craven County, NC","05000US37049",-0.162791
2015,"Livingston County","05000US36051",-0.162953
2014,"Calhoun County, MI","05000US26025",-0.16366
2014,"Paulding County, GA","05000US13223",-0.163934
2015,"Douglas County, CO","05000US08035",-0.164246
2015,"Lake County, IN","05000US18089",-0.164296
2014,"Texas County","05000US29215",-0.164557
2015,"Harvey County","05000US20079",-0.164875
2014,"Buena Vista County","05000US19021",-0.165575
2015,"Cassia County","05000US16031",-0.166667
2015,"Rockingham County","05000US37157",-0.166667
2014,"Fayette County, GA","05000US13113",-0.166667
2015,"Cibola County","05000US35006",-0.166667
2015,"Washington County","05000US12133",-0.167192
2014,"Benton County, AR","05000US05007",-0.167665
2014,"Wabash County","05000US17185",-0.168196
2015,"LaPorte County, IN","05000US18091",-0.168493
2015,"Williams County","05000US38105",-0.169291
2015,"Chesapeake city, VA","05000US51550",-0.16957
2014,"Potter County, TX","05000US48375",-0.169583
2015,"Barton County","05000US20009",-0.170341
2014,"Warren County","05000US47177",-0.171779
2014,"Ross County","05000US39141",-0.172028
2015,"Erath County","05000US48143",-0.172213
2014,"Siskiyou County","05000US06093",-0.173469
2015,"Trujillo Alto Municipio","05000US72139",-0.173913
2015,"Johnson County, IN","05000US18081",-0.175207
2015,"Hughes County","05000US40063",-0.175439
2015,"Juneau City and Borough","05000US02110",-0.175732
2014,"Nobles County","05000US27105",-0.176471
2014,"Independence County","05000US05063",-0.176935
2014,"Cowlitz County, WA","05000US53015",-0.178218
2014,"Marshall County","05000US18099",-0.178571
2015,"Alcorn County","05000US28003",-0.178571
2015,"Henderson County","05000US21101",-0.178723
2015,"Lorain County, OH","05000US39093",-0.179875
2014,"Coffee County","05000US13069",-0.181538
2014,"Bingham County","05000US16011",-0.181818
2014,"Muskegon County, MI","05000US26121",-0.182418
2015,"Scott County","05000US21209",-0.183445
2015,"Clay County, FL","05000US12019",-0.183924
2015,"Harrison County, MS","05000US28047",-0.184
2014,"Warrick County","05000US18173",-0.184615
2015,"Sequoyah County","05000US40135",-0.184874
2015,"Anderson County, SC","05000US45007",-0.184966
2014,"Mifflin County","05000US42087",-0.186441
2014,"Accomack County","05000US51001",-0.186813
2015,"Green County","05000US55045",-0.1875
2014,"Hancock County","05000US54029",-0.1875
2014,"Hatillo Municipio","05000US72065",-0.1875
2014,"Atchison County","05000US20005",-0.188462
2015,"Macomb County, MI","05000US26099",-0.189095
2014,"Pinal County, AZ","05000US04021",-0.189492
2014,"Midland County","05000US26111",-0.189542
2015,"Bucks County, PA","05000US42017",-0.190689
2014,"Park County","05000US56029",-0.191489
2014,"Labette County","05000US20099",-0.191837
2015,"Waldo County","05000US23027",-0.192308
2015,"Richland County","05000US17159",-0.192513
2014,"Decatur County","05000US19053",-0.192593
2015,"Aiken County, SC","05000US45003",-0.193498
2015,"Lincoln County","05000US41041",-0.194245
2014,"Stark County","05000US38089",-0.194954
2015,"McCracken County","05000US21145",-0.195019
2014,"Giles County","05000US47055",-0.195062
2015,"Jackson County, MI","05000US26075",-0.196681
2015,"Allen County","05000US20001",-0.197802
2015,"Kosciusko County","05000US18085",-0.19802
2015,"Lawrence County","05000US05075",-0.198198
2014,"Warren County, NJ","05000US34041",-0.199599
2014,"Columbia County, GA","05000US13073",-0.2
2015,"Blaine County","05000US30005",-0.2
2015,"Flagler County","05000US12035",-0.2
2015,"Kenton County, KY","05000US21117",-0.2009
2015,"Arroyo Municipio","05000US72015",-0.20229
2014,"Midland County, TX","05000US48329",-0.20255
2014,"Sullivan County","05000US33019",-0.202899
2014,"Eddy County","05000US35015",-0.20339
2015,"Henry County","05000US19087",-0.203704
2015,"La Plata County","05000US08067",-0.204057
2014,"Sanpete County","05000US49039",-0.20406
2015,"Kitsap County, WA","05000US53035",-0.204398
2014,"Neosho County","05000US20133",-0.204425
2015,"Roosevelt County","05000US30085",-0.204545
2015,"Gibson County","05000US47053",-0.204545
2015,"Decatur County","05000US13087",-0.204878
2015,"Cameron County, TX","05000US48061",-0.205941
2014,"Windsor County","05000US50027",-0.206349
2015,"Brunswick County, NC","05000US37019",-0.206897
2015,"Medina County, OH","05000US39103",-0.20712
2015,"Sherburne County","05000US27141",-0.207547
2015,"Cabarrus County, NC","05000US37025",-0.208469
2015,"Roscommon County","05000US26143",-0.208716
2014,"Coamo Municipio","05000US72043",-0.209524
2014,"North Slope Borough","05000US02185",-0.21
2015,"San Sebastián Municipio","05000US72131",-0.210407
2014,"Choctaw County","05000US40023",-0.211111
2015,"Columbia County, GA","05000US13073",-0.211538
2014,"Knox County","05000US21121",-0.211864
2015,"Bamberg County","05000US45009",-0.213251
2015,"Benton County, WA","05000US53005",-0.213415
2015,"Martin County","05000US37117",-0.213415
2015,"Venango County","05000US42121",-0.214286
2014,"Otero County","05000US35035",-0.214689
2015,"Lincoln County","05000US46083",-0.214724
2014,"Randolph County","05000US13243",-0.216216
2014,"Williamson County","05000US17199",-0.217391
2015,"Guayama Municipio","05000US72057",-0.217968
2014,"Yauco Municipio","05000US72153",-0.219355
2014,"Snohomish County, WA","05000US53061",-0.220666
2015,"Buchanan County","05000US29021",-0.221301
2014,"Livingston County, MI","05000US26093",-0.222222
2014,"Kanawha County, WV","05000US54039",-0.225568
2014,"Clark County, IN","05000US18019",-0.225806
2015,"Carlton County","05000US27017",-0.228155
2014,"Dickey County","05000US38021",-0.228571
2014,"Carter County","05000US40019",-0.230769
2014,"Scott County","05000US21209",-0.231959
2015,"Knott County","05000US21119",-0.232323
2014,"Bamberg County","05000US45009",-0.233333
2014,"Columbiana County, OH","05000US39029",-0.23536
2015,"Broomfield County","05000US08014",-0.236585
2015,"Saginaw County, MI","05000US26145",-0.236967
2015,"Lauderdale County","05000US47097",-0.239669
2015,"Ross County","05000US39141",-0.239865
2014,"Starke County","05000US18149",-0.24
2015,"Pamlico County","05000US37137",-0.240223
2014,"Dyer County","05000US47045",-0.24055
2015,"Charlotte County, FL","05000US12015",-0.241206
2014,"Sawyer County","05000US55113",-0.241935
2014,"Washington County","05000US50023",-0.242021
2015,"Pike County","05000US39131",-0.242647
2015,"Hill County","05000US48217",-0.243056
2015,"Coos County","05000US33007",-0.243363
2015,"Putnam County","05000US54079",-0.243478
2014,"St. Landry Parish","05000US22097",-0.244444
2015,"Ashland County","05000US39005",-0.245782
2014,"Jackson County","05000US39079",-0.25
2015,"Mahnomen County","05000US27087",-0.25
2015,"Bradford County","05000US12007",-0.25
